country,combo,year,pathogen,drug,resistance_pct,n_isolates,source_files,total_DDD,watch_proportion,gdp_per_capita,health_expenditure,sanitation,physicians,hospital_beds,urbanisation,agricultural_land,gini,water_access,income_group,region,lag1_resistance,lag2_resistance,lag3_resistance,rolling3_mean_resistance,delta_resistance,lag1_total_DDD,lag1_watch_proportion,antibiotic_pressure_index,ses_risk_score
Belgium,Providencia_spp_CARB,2014,Providencia_spp,CARB,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.27,0.288,12586.459,5.775,72.824,1.324,2.471,54.999,,40.901,85.068,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.27,0.288,3.5337599999999996,0.41895756777910736
Belgium,Providencia_spp_CARB,2015,Providencia_spp,CARB,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.61,0.2964,10133.319,5.786,73.586,1.286,2.531,57.088,,37.96,89.711,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.61,0.2964,3.441204,0.4250819300265073
Belgium,Providencia_spp_CARB,2016,Providencia_spp,CARB,0.0,3.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
Belgium,Providencia_spp_COL,2014,Providencia_spp,COL,100.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.27,0.288,12586.459,5.775,72.824,1.324,2.471,54.999,,40.901,85.068,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,12.27,0.288,3.5337599999999996,0.41895756777910736
Belgium,Providencia_spp_COL,2015,Providencia_spp,COL,100.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.61,0.2964,10133.319,5.786,73.586,1.286,2.531,57.088,,37.96,89.711,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,11.61,0.2964,3.441204,0.4250819300265073
Belgium,Providencia_spp_COL,2016,Providencia_spp,COL,100.0,3.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
Belgium,Providencia_spp_FQ,2014,Providencia_spp,FQ,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.27,0.288,12586.459,5.775,72.824,1.324,2.471,54.999,,40.901,85.068,Unknown,Unknown,100.0,100.0,100.0,100.0,-100.0,11.93,0.308,3.6744399999999997,0.41895756777910736
Belgium,Providencia_spp_FQ,2015,Providencia_spp,FQ,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.61,0.2964,10133.319,5.786,73.586,1.286,2.531,57.088,,37.96,89.711,Unknown,Unknown,0.0,100.0,100.0,50.0,0.0,11.61,0.2964,3.441204,0.4250819300265073
Belgium,Providencia_spp_FQ,2016,Providencia_spp,FQ,0.0,3.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,100.0,33.333333333333336,0.0,12.57,0.2928,3.680496,0.4356748759897481
Brazil,Providencia_spp_3GC,2014,Providencia_spp,3GC,0.0,8.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.31,0.3,12274.9941630213,8.39644146,45.1466389783095,2.762,2.48,85.4331367898168,28.0824920377022,52.1,97.4719067025274,UMI,Latin America,0.0,0.0,0.0,0.0,0.0,14.31,0.3,4.293,0.4051816420238011
Brazil,Providencia_spp_3GC,2015,Providencia_spp,3GC,0.0,12.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.18,0.3102,8936.1955889444,8.90929985,46.8053540582674,2.221,2.39,85.6935697061881,28.168707391836,51.9,97.7078492139171,UMI,Latin America,0.0,0.0,0.0,0.0,0.0,14.18,0.3102,4.398636,0.42723907892187557
Brazil,Providencia_spp_CARB,2014,Providencia_spp,CARB,0.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.31,0.3,12274.9941630213,8.39644146,45.1466389783095,2.762,2.48,85.4331367898168,28.0824920377022,52.1,97.4719067025274,UMI,Latin America,0.0,0.0,0.0,0.0,0.0,14.31,0.3,4.293,0.4051816420238011
Brazil,Providencia_spp_CARB,2015,Providencia_spp,CARB,0.0,3.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.18,0.3102,8936.1955889444,8.90929985,46.8053540582674,2.221,2.39,85.6935697061881,28.168707391836,51.9,97.7078492139171,UMI,Latin America,0.0,0.0,0.0,0.0,0.0,14.18,0.3102,4.398636,0.42723907892187557
Brazil,Providencia_spp_COL,2014,Providencia_spp,COL,100.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.31,0.3,12274.9941630213,8.39644146,45.1466389783095,2.762,2.48,85.4331367898168,28.0824920377022,52.1,97.4719067025274,UMI,Latin America,100.0,100.0,100.0,100.0,0.0,14.31,0.3,4.293,0.4051816420238011
Brazil,Providencia_spp_COL,2015,Providencia_spp,COL,100.0,3.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.18,0.3102,8936.1955889444,8.90929985,46.8053540582674,2.221,2.39,85.6935697061881,28.168707391836,51.9,97.7078492139171,UMI,Latin America,100.0,100.0,100.0,100.0,0.0,14.18,0.3102,4.398636,0.42723907892187557
Brazil,Providencia_spp_FQ,2014,Providencia_spp,FQ,50.0,2.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.31,0.3,12274.9941630213,8.39644146,45.1466389783095,2.762,2.48,85.4331367898168,28.0824920377022,52.1,97.4719067025274,UMI,Latin America,100.0,100.0,100.0,100.0,-50.0,14.68,0.3012,4.421616,0.4051816420238011
Brazil,Providencia_spp_FQ,2015,Providencia_spp,FQ,0.0,3.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,14.18,0.3102,8936.1955889444,8.90929985,46.8053540582674,2.221,2.39,85.6935697061881,28.168707391836,51.9,97.7078492139171,UMI,Latin America,50.0,100.0,100.0,75.0,-50.0,14.31,0.3,4.293,0.42723907892187557
Canada,A_baumannii_3GC,2015,A_baumannii,3GC,0.0,48.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.52,0.2991,43594.1941045394,10.76397896,79.0198433942666,2.5388,2.6,81.2465670276699,6.46750520601544,33.7,98.8340306892804,Unknown,Unknown,6.25,6.25,6.25,6.25,-6.25,12.52,0.2991,3.7447319999999995,0.26705312481239174
